,text,given_label,suggested_label
581,I have a s23 ultra and use performance profile light just because I don&#39;t use all that the power the SDgen2 offers. It&#39;s good for future proof but they give us more power but nothing to use it on. Guess they need some excuse for people to upgrade yearly. Think this phone will last me 3 years or until something really innovative comes out.,positive,positive
582,Worth to buy a s23 ultra?,positive,positive
583,"well its not actually AI, they just put some automation on the things that can be manually done before and then called it AI",neutral,negative
584,"I have the s23u but upgrades because if titanium color, flat display, ai, screen bright and 7 years of updates. I&#39;m giving my son the s23u and getting the s24u now I gotta a s22u to sale",positive,positive
585,"Great video, Matthew.  Your review/ compare and contrast approach was well executed, honest, and enjoyable. I had to sub! Keep up the outstanding work, brother!",positive,positive
586,The fact that it&#39;s lighter at all is surprising. Titanium is heavier than aluminum. It&#39;s funny to see people shocked that this phone isn&#39;t that much lighter than the Al model of last year. When they should really be shocked that it&#39;s not heavier....,negative,positive
587,"Could you do a review on the s24+ ?<br><br>I believe that model is very underrated, but its got some cool features",positive,positive
588,"Thank you so much for information and explained everything. I already bought s23 ultra not long ago and s24 ultra came out already so I&#39;m a bit confuse should I switch it or not. But liten your advice, I won&#39;t change it cause s23 ultra did everything and battery was beast! Thanks again, buddy.",positive,positive
589,Thanks for sayimg s23 ultra are not missing much. I&#39;ve been trying to figure out if I should switch or wait for the s25 ultra....,positive,positive
590,"my biggest issue with Samsung is they don’t last long term for me. My current S22 Ultra usb port is dead, and my s pen ruined my screen (partially my fault with out screen protector but still come on). I dunno if I will trust them again, I’m tempted to go back to Apple. 😮",negative,positive
591,"I upgraded from my S22U to the S24U because I cared about the flat panel and the longer software updates, and felt that I was getting a solid trade in value before my old device would depreciate further.  But honestly, now that I have the S24 Ultra, the differences are so small even from 2 generations.  If you’re on the fence about upgrading from an S22 Ultra and don’t care about flat vs curved edges, my advice is to just save the money and use the S22 Ultra until it no longer gets software updates.",positive,positive
592,"I actually like the fact that the spen sticks out a little makes it easier to get the spen out. At least to me I’ve used the s22u, s23u, and now the s24u along with the pixel 8 pro.",negative,positive
593,"It was aluminium before, which is lighter than titanium. They&#39;ve cut weight in other areas",negative,neutral
594,"<a href=""https://www.youtube.com/watch?v=TYWHsKcb2Uk&amp;t=467"">7:47</a> He said what does this mean in english😂😂",negative,positive
595,"I was little be jealous, i admit it. I&#39;m using s23 ultra with all his power, all updates, reading the updates for Fine Lock app&#39;s, software updates, expert RAW ND filter, coming from Xiaomi mi 10 5g, i don&#39;t know what to say. <br>People are talking, u got the fake moon, no man there is no fake thing&#39;s here, you can turn it off. <br>My brother tell me, man there is a lake, but we can&#39;t see it, we reach the lake i put the tripod i go to expert raw and take the s.pen, and take a phew shot, lake was there with all the mountain details , i was amazed just like him. <br><br>Thank u for honest review, money is important, i got this phone for 800 euro, 256gb 8gb ram, using it with battery protection 85% max fast charge 25W, if i wanna play a game with 56% battery  put my charger, battery is not drained or u don&#39;t feel any heat of the phone. <br>I&#39;m curious what will do with 45W Charger on Games (emulators), in 25W all stutter dissapear on Devil May Cry with charger, 120FPS, maybe some day when i have money i will try it :D",positive,positive
596,"Do you know if the s23u will get the same AI features as the s24u, via a future free update?",positive,positive
597,"The lack of vibrancy isn&#39;t from the anti-reflective display.  It&#39;s a software issue in which vivid mode is broken, to be fixed in a future update.  The same issue applies to the S24+ and base S24.",negative,positive
598,"i thought to upgrade S23 Ultra but 24 ultra isn&#39;t impressed me in every <a href=""http://ways.so/"">ways.so</a> i would like to go for s25 ultra.",positive,positive
600,I have the s23 ultra I absolutely love it so I&#39;m not switching any time soon.,positive,positive
601,Bro why no 60fps video it&#39;s 2024,neutral,neutral
602,"Hey it would have been more great if you could add in the chapters in the video😊<br><br>Talking about this video I feel this gave a much more honest real life impression.<br><br>If we watch MKBHD or Mr who&#39;s the boss or most of the other established users, they are such enthusiasts that some of these minor things actually makes them feel it&#39;s such a significant upgrade.. that&#39;s the general impression we get after watching their S24 Ultra..<br><br>An S23 Ultra use it started to affect me lol😂.. then my best friend who was looking to purchase a new phone I persuaded him to buy an S24 Ultra.. I have been spending a lot if time with it, its a great phone.. but the real differences with S23ULTRA is very minor. An all day gamer might feel a bit more difference cuz the extra power in sd gen 3 would useful in his game.<br><br>Apart from the flat screen everything is very similar.<br><br>I really hope that I could stick with S23 until 2026",positive,positive
603,"The display colors will be corrected in an update next week, Samsung is aware that the vivid toggle isn’t functioning properly.",positive,positive
604,I think this is a disservice of  a review. The S24 Ultra includes some amazing upgrades from the S23 Ultra,positive,positive
605,"I’ve already disliked two of apples videos, and I’m going to do more dislikes, no matter what",positive,neutral
606,We are waiting for that iphone don&#39;t forget 18 million is here 700 000 left,neutral,neutral
607,"<a href=""https://www.youtube.com/watch?v=HvoBci_GC8A&amp;t=1391"">23:11</a> I&#39;m quite surprised at the ending results 😅 but expecting that your gonna switch to the 16 pro max 😂 definitely for sure",positive,positive
608,"Face scanning is not more automatic.<br>I can unlock my phone even without looking at it.<br>And also, if you want to use it, what is the first thing you will do? Put a finger on the screen, duh. They dont read your mind.<br>Also, face scanning is awesome wearing a mask on iPhones (sarcastic).<br>I know a lot of people that wont give away the fingerprint reader for face unlock, not even my wife, iphone user (se 3rd gen).<br>Face unlock is stupid for a phone butz awesome on a laptop, where you have to otherwise go put your finger on the fingeprint reader even if you don&#39;t need to press that button for anything. Mac has the notch and not the feature, windows doesn&#39;t have the notch and it has windows hello. Upside down world.",positive,negative
609,I am using the fold 4 and before that I had the Xiaomi fold 1 and I am so fucked up with Samsung. I will never ever buy a Samsung again if possible and I am full in to the Xiaomi phones and I will immediately get the new fold of Xiaomi when available with EU ROM. It will be better in any way as Samsungs shit.,positive,positive
610,But did you remember the chocolate pillows?,neutral,neutral
611,"Been using this beast for about a week, it&#39;s amazing. Battery life is super, durability&#39;s over the top, runs games like it&#39;s nothing, AI really improves daily use and the cameras take stunning photos. Props to samsung.",positive,positive
612,yoooo sick vid what&#39;s your opinion on the new monkey submarine paragon,negative,positive
613,"I think you&#39;re a bit bias towards iPhone and never saw this before. You complained about microscopic scratches, signal issues, muffled speaker in which none of your previous videos have described before. 8 minutes of downplaying the 24 Ultra but I&#39;m pretty sure you&#39;ll never be a long user. You can&#39;t dismiss reversed wireless charge,  stylus improvements, Samsung Dex, better battery and all the innovations Samsung brings. Apple has yet to innovate giving it&#39;s users the same technology Samsung already had.  So when iPhone 16 comes out with Type C ports they&#39;re going to claim that it&#39;s new !? seriously?? smh",positive,positive
615,"The s22 ultra had a horrible signal as well. My s23 has great signal, though. Honestly, I&#39;ll probably wait for the next phone after the s24 because the s24 doesn&#39;t seem much different than the s23",positive,positive
616,I hate this guy. Now I have both iPhone 15 Pro Max and Samsung Galaxy S24 Ultra.,negative,positive
617,All that shoving samsung down your throat is way worse on any apple product with apple apps and services.<br>I don&#39;t use any of those samsung services in my s22 ultra.,negative,positive
618,Can you do a is it worth upgrading from a s23 ultra or s23 ultra vs s24 ultra,positive,positive
619,Face recognition is such a dumb thing to be honest and I am telling this from an experience. so basically what happened was my sister was trying to unlock my phone but I was not letting her because of a thing called privacy it&#39;s not like she was trying to invade my privacy she was just messing with me. so basically what she did was just point the front camera towards me and Surprise  mother brother the phone was unlocked.,positive,negative
620,hi mate if you had to choose between a nothing phone 1 and the redmi note 12 pro plus discovery edition which would you go for ? cheers,neutral,positive
621,"<a href=""https://www.youtube.com/watch?v=HvoBci_GC8A&amp;t=729"">12:09</a> The speed of the translation is remarkably fast seeing that the language was translated &quot;on the fly&quot; the very second you finish typing out your thoughts. It is really exciting to see there&#39;s no delays after a finish sentence that quality of efficiency is a necessity. 😎💯💪🏿👍🏿 <a href=""https://www.youtube.com/watch?v=HvoBci_GC8A&amp;t=1041"">17:21</a> If circle to search can effectively interact with all photos including new photos taken by your camera then this is a game changer which proves that this feature have high potential for the future. <a href=""https://www.youtube.com/watch?v=HvoBci_GC8A&amp;t=810"">13:30</a> The Ai summaring feature are incredibly essential for everyone especially for professional users. <a href=""https://www.youtube.com/watch?v=HvoBci_GC8A&amp;t=1109"">18:29</a> But still despite it disappointing flaws Live translation has a promising future and it current flaws are fixable. <a href=""https://www.youtube.com/watch?v=HvoBci_GC8A&amp;t=1233"">20:33</a> This is true Samsung shouldn&#39;t sell those Ai features as features that is part of the phone and also it can be hard to add another bill on top of other bills unless it is something that adds benefits to you. If it is an Ai feature that can execute every tedious or repetitive task effective on your phone just by using your voice then it can be a worthy service to buy. It appears that people are complaining about the additional cost which shows that we need to revised and upgrade every utility to compel people to take on another expense or bill. We need to add utilities that will add benefits to facilitate saving money for users. I quess people want to save money not to lose money which is a complicated task to solve.",positive,positive
622,You complained about a signal issue in your pixel 8 review so I think it&#39;s a problem of your location,negative,neutral
623,I am actually thinking of going back to the s ultra again from my ZF5.,neutral,positive
624,America&#39;s remembrance of the iPhone on Samsung is better than the atomic bomb.,positive,neutral
625,Hey man I love ur vids if ok for any of ur new vids can u use the song radical and decide what part is the best ( i love the drop) i am subbed and i have watched so many of ur vids kind regards Zain,positive,positive
626,that lock screen looks IDENTICAL to my iphone one tho 😢,neutral,positive
627,When will you give apple vision pro review,neutral,neutral
628,"September rolls along, goodbye S24. Same thing happens year after year. Either you love all the bells and whistles of the S24 ( most of which will never be used or needed) or you love the amazing iOS and the whole apple ecosystem. People will keep buying both. So at the end of the day it doesn’t really matter. Plus both phones cameras don’t even compare to the new DJI pocket 3. So if you’re serious about creating stunning content just get a dumb phone and a pocket 3.",positive,positive
629,"Like to be honest, I&#39;m fine sticking with a good finger print scanning 90% of the time when I pull my phone out of my pocket or pick it up it&#39;s unlocked before I start looking at it because of the placement of the reader and how I hold my phone and I get to avoid having a massive hole in my screen.",positive,positive
630,"I’ve been a follower of yours for some time. I got a message from someone pretending to be you on Etsy offering product reviews in return for $5,000. I’m a seasoned, full time Etsy seller, so I can spot a scam easily. Just thought you should know 🤷🏼‍♂️😂",positive,positive
631,Am waiting for apple vision pro review,neutral,neutral
632,But all this AI is on the pixel 4 months ago. it’s not a Samsung feature at all it’s just google. This is why I’ve gone pixel. Once they were lacking so bad in hardware but now they’re not. Legit this phone is a pixel 8 pro with a re skin and a more power hungry chip. I mean the screen is the same screen that’s on the the s24 ultra.,negative,positive
633,The fact that there&#39;s a phone that has a pen which works like magic makes Samsung an industry leader every time they still keep it,positive,positive
634,Try the apple vision pro,neutral,neutral
635,The symmetry of the edge is fine as long as you completely ignore the asymmetrical black hole in the screen. Just because almost all phones have it doesn&#39;t mean it isn&#39;t there. Whatever you do don&#39;t look at the Nubia flagships. Pay over 2x more for Samsung and love it.<br><br>Non black dark mode is pathetic.,negative,positive
636,Hi Arun<br>Can review S24<br>Every tech guy talk about the Ultra but not the base version<br>I have been watching your videos for years and I am a fan of your work <br>I hope you would review it<br>Thank you,negative,positive
637,"Great video. My ocd is telling tho that on minute <a href=""https://www.youtube.com/watch?v=HvoBci_GC8A&amp;t=513"">8:33</a> instead of using the word subjective, I would’ve used anecdotal. I’m sure a better word exists though.",positive,positive
638,It&#39;s a software issue with the colors 🤦🏿 how is it that all of these reviewers don&#39;t understand this😂,neutral,neutral
640,It&#39;s missing an I.R. blaster !,negative,neutral
641,NEED that wallpaper you got there on s23 ultra,neutral,neutral
642,Redmagic 8 pro 1/3 of the price does the same.,neutral,neutral
643,"Shutter Lag TIP! search &quot;advanced intelligence options&quot; in the settings. Very top first option. Then select minimum, and try taking pics again it should feel much faster. Will work on past generations also.",positive,positive
644,In Summary:<br>Man said it’s January and his Annual award presentation video is already done.,neutral,neutral
645,S pen is amazing for work and signing docs,positive,positive
646,Get a punkcase for it.,neutral,neutral
647,Why buy anything else? I bought the Fold 5 because it&#39;s better.,positive,neutral
648,"Kinda regret locking myself into Apple ecosystem now lol. Still love Apple, but I wish it would be easier to switch.",positive,positive
649,All that and still no return of the 3.5 mm jack.,neutral,negative
650,mobile company&#39;s full rocket and multiple junked method for smooth gameplay but genshin impact recommendations not competing reliable,positive,positive
651,"Why is Samsung so expensive now, why even buy one over an iphone",negative,positive
652,My galaxy note 20 ultra 5g is still the best phone you can buy today. they&#39;ve been downgrading since. youre a dissapointment of a youtuber. Stop spreading misinformation.,positive,positive
653,"Updates, really....😂😂😂😂😂be worried about the green line screen man...@ samsung, green line is part of the updates😂😂😂😂",negative,positive
654,"Still very upset that a headphone jack and SD card slot is no longer a basic standard, even for this high price of a phone.",positive,positive
655,Id never spend 1300 bucks on a phone,neutral,neutral
656,So many of these are in the Xiaomi 13 pro from last year,positive,neutral
657,We want the review of the OnePlus 12! It deserves it ! At least as much  than the iPhones or the Samsungs.,negative,positive
658,Not buying simply because their screens turn to shit with wet hands,negative,negative
660,So So how much did Samsung Pay you to say all the good things about the phone?,positive,positive
661,Loving the lack of overly styled b roll and glory shots,positive,negative
662,This is official!!!!!! AND STILL THE WORLDS  NUMBER 1 PHONE AND OS SAMSUNG &amp; ANDROID...... sorry apple fans at least you still got the vision pro. Now go run into walls,negative,positive
663,Plus samsung will give green line error as a gift. 😂,negative,neutral
664,Isn&#39;t the Bixby text call basically the same as the pixel call screening? Haven&#39;t actually used it because I have a pixel.,neutral,negative
665,"Best Buy has a killer deal right now, I’m on Verizon and still owed $490 on my iPhone 13 Pro Max, I was able to turn in my old phone and cancel the $490 owed, plus received $1,000 off the new phone, a $150 Best Buy gift card, and a month of Xbox live ultimate. The new phone cost me $125 after all the perks considered.",positive,positive
666,Why Buy Anything Else ? Because there is no way i pay more then 500e for a freaking smart phone every couple of years,positive,negative
667,"I was about to buy the Samsung S24 Ultra, then heard that all the AI features will NOT be free from 2025. This feels like a trap, you&#39;re going to use the AI features, most likely love them, then it&#39;s going to be taken away unless you pay. Not cool",positive,positive
668,So all in all should I buy the iphone 15 or Samsung S24 ultra?,neutral,positive
669,how could anyone choose any other phone over this one if they have the money. seriously an insane phone.,negative,positive
671,I&#39;ll upgrade from s22 to 24 this week.,neutral,neutral
672,I have the galaxy s23 ultra and the most recent update has demolished the audio and quality of the experience! Its so frustrating!,neutral,positive
673,I just wish it was 1300 up here in Canada.  Our dollar is so bad that its nearly 2 grand after tax.,negative,positive
674,Happy with my s10e. No need to double the size and weight. Thanks.,positive,negative
675,This looks great but I am still very happy with my iPhone 13 pro. Let’s see what the future brings,positive,positive
676,It has been ages since I watched your video.. Holy cow did you lose weights and become fitter!,negative,positive
677,"<a href=""https://www.youtube.com/watch?v=TYWHsKcb2Uk&amp;t=468"">7:48</a>  Flagship specs bro flagship specs 😂",neutral,positive
678,"I seen s24 ultra display tell u what it washed out it not bright at all like the s23 ultra lol keeping my s23 ultra has a better display i tested s24 ultra in the store for like a hour and I don&#39;t like it at all l, also I think s23 ultra has better sound and I don&#39;t like how the s-pen sticks out of the s24 ultra that turn me down and I hate the titanium frame and s24 ultra the screen is not even flat at all so yea imma keep my s23 ultra I don&#39;t like the s24 ultra display at all",positive,positive
679,"If your saying its the anti glare coating, then why does the s24 ans s24 plus have the same issue? Either way i&#39;m still loving my s24 ultra 😊",positive,positive
680,I upgraded from the note 10+ and it&#39;s a massive upgrade. <br><br>Way better and faster. Everything is just better.  S23 ultra is a waste of time to upgrade. It&#39;s going to be very similar but minor improvements. <br><br>It&#39;s like a car it&#39;s going to be the same car as the previous year maybe even a few years.  Each car comes with minor upgrades so going from a 2023 to a 2024 is a waste but going from a 2015-2018 to a 2024 model there is going to be a massive difference.,positive,positive
681,What would you choose: Z Fold 5 or S24 Ultra?,neutral,neutral
682,"I could understand someone os jealous of beauty, intelligence, health...but of a phone...!?",neutral,negative
683,Love his review. Very honest considering both phones,positive,negative
684,"<a href=""https://www.youtube.com/watch?v=TYWHsKcb2Uk&amp;t=299"">4:59</a> - Turn Light/White Mode &amp; then try colour tune instead on Dark Mode.<br>Black doesn&#39;t adjust any other colour into it, that what I learnt.",negative,positive
685,Vivid and Natural really doesn&#39;t work.,positive,positive
686,"I&#39;ve been using the s24 ultra for over a week; not much difference from the s23 ultra, other than a few cool software features.<br>I am returning and will see what the next version brings.",negative,positive
687,Yes of course no need of upgrade<br> S23 u to s24 u mine 23 ul<br>   is butter smooth ❤ sam,positive,positive
688,Everyone saying they upgrading from a s21u I have a galaxy s8 I&#39;m upgrading from lmao.,positive,neutral
689,Definitely keeping my s23ultra for the foreseeable future!!! It&#39;s a Beast!!,neutral,negative
690,"<a href=""http://titanium.is/"">Titanium.is</a> heavier than aluminium. Why do you think that would make it lighter",neutral,neutral
691,"With all of the same old camera problems every Samsung from previous years had (shutter lag, weird color grading/HDR, bad night mode, low quality selfie results, unpredictable camera experience...) this phone just can&#39;t be considered good let alone &quot;the best&quot;, especially in this price range. Paying above 1000 bucks and ending up with blurry pictures of anything with even slight movement (people, kids, pets...). Vibration was also extremely weak on S22 and S23 series, noone mentions if they changed anything. A lot of compromises that should not be acceptable at this price range !",negative,positive
692,I&#39;d love a video on the battle against iPhone. I&#39;m a die hard android user and using a pixel. Great review as always,positive,positive
693,The reason I didn&#39;t buy was the display only.,neutral,neutral
694,"It doesn&#39;t have a headphone jack, so I&#39;m not buying it.",neutral,neutral
695,Shoud i switch to s24 ultra from my s23 ultra i am getting 760$ for my s23 ultra 256 gb<br>With all discount i can get s24 ultra in 650$,neutral,positive
696,"But your big gripe is that the stylus isn&#39;t flush and really happy that the stylus matches.  So insignificant to the overall review.  Unless it stuck it by inches, than why complain?  The stylus could be multi colored for all anyone cares.  Again, the minutiae that you pointed out is pointless.",positive,negative
697,"Im upgrading from S21U, what do you think guys?",neutral,neutral
698,"<a href=""https://www.youtube.com/watch?v=TYWHsKcb2Uk&amp;t=270"">04:30</a> the vivid mode is bugged. I got my s24+ yesterday, and immediately noticed the colors werent as vivid as my s22+. Samsung is aware and working on releasing a fix by Feb. Very disappointing when I first noticed it. Hopefully the fix comes sooner!",positive,positive
699,It’s a lazy upgrade. I’m half tempted to ride out my 21Ultra another year,negative,negative
700,"How can you say that you didn&#39;t notice any difference, when your skin tone is clearly different?",neutral,positive
701,Would you go for the S24 plus (with exynos) or for the S23 ultra ?,neutral,neutral
702,"S22 ultra users, are you all upgrading?",neutral,neutral
703,what about color saturation that dont work and Dead pixels and green lines on white screen IS IT REAL COS LOT OF PPL ALL TELL ABOUT IT AND REGRET THAT BUY S24 ULTRA THAT PLEASE TELL PLEASE.!!!!!??,positive,positive
704,"I don&#39;t think the upgrade is minor at all. Different design, faster/more powerful, Ai features for while untiil the update. Which could take some time.",positive,positive
705,I want to buy s23 ulta coz i dont wat to spend that much on s 24 ultra<br>Is it a good option to buy s23.  I have a oneplus 10 pro right now and have been using it for 1.5 years and this is an awesome phone . No complaints at all . The display is A1 everything is awesome . <br>Should i buy s23 ultra or not?,positive,positive
706,I would have traded my s23U if the spen was compatible with windows devices like tablets/touchscreen laptops,neutral,negative
707,Huge disappointing because of this washed out colors... I can&#39;t believe how they do that.. I put aside the the edge 30 ultra and it&#39;s night day comparison..😮,negative,positive
708,will definitely upgrade from my s23 ultra to this one soon,neutral,positive
